Date,Time,Lat,Long
09/12/03,05:54:00 AM,21.702,-56.587
09/12/03,05:56:00 AM,21.701,-56.591
09/12/03,05:58:00 AM,21.701,-56.596
09/12/03,06:00:00 AM,21.7,-56.6
09/12/03,06:01:59 AM,21.699,-56.604
09/12/03,06:03:59 AM,21.699,-56.609
09/12/03,06:05:59 AM,21.698,-56.613
09/12/03,06:07:59 AM,21.697,-56.618
09/12/03,06:09:59 AM,21.696,-56.622
09/12/03,06:11:59 AM,21.696,-56.626
09/12/03,06:13:59 AM,21.695,-56.631
09/12/03,06:16:00 AM,21.694,-56.635
09/12/03,06:18:00 AM,21.693,-56.64
09/12/03,06:20:00 AM,21.693,-56.644
09/12/03,06:22:00 AM,21.692,-56.648
09/12/03,06:24:00 AM,21.691,-56.653
09/12/03,06:26:00 AM,21.69,-56.657
09/12/03,06:28:00 AM,21.69,-56.662
09/12/03,06:30:00 AM,21.689,-56.666
09/12/03,06:31:59 AM,21.688,-56.67
09/12/03,06:33:59 AM,21.687,-56.675
09/12/03,06:35:59 AM,21.687,-56.679
09/12/03,06:37:59 AM,21.686,-56.684
09/12/03,06:39:59 AM,21.685,-56.688
09/12/03,06:41:59 AM,21.685,-56.692
09/12/03,06:43:59 AM,21.684,-56.697
09/12/03,06:46:00 AM,21.683,-56.701
09/12/03,06:48:00 AM,21.682,-56.706
09/12/03,06:50:00 AM,21.682,-56.71
09/12/03,06:52:00 AM,21.681,-56.714
09/12/03,06:54:00 AM,21.68,-56.719
09/12/03,06:56:00 AM,21.679,-56.723
09/12/03,06:58:00 AM,21.679,-56.728
09/12/03,07:00:00 AM,21.678,-56.732
09/12/03,07:01:59 AM,21.677,-56.736
09/12/03,07:03:59 AM,21.677,-56.741
09/12/03,07:05:59 AM,21.676,-56.745
09/12/03,07:07:59 AM,21.675,-56.75
09/12/03,07:09:59 AM,21.674,-56.754
09/12/03,07:11:59 AM,21.674,-56.758
09/12/03,07:13:59 AM,21.673,-56.763
09/12/03,07:16:00 AM,21.672,-56.767
09/12/03,07:18:00 AM,21.672,-56.772
09/12/03,07:20:00 AM,21.671,-56.776
09/12/03,07:22:00 AM,21.67,-56.78
09/12/03,07:24:00 AM,21.669,-56.785
09/12/03,07:26:00 AM,21.669,-56.789
09/12/03,07:28:00 AM,21.668,-56.794
09/12/03,07:30:00 AM,21.667,-56.798
09/12/03,07:31:59 AM,21.667,-56.802
09/12/03,07:33:59 AM,21.666,-56.807
09/12/03,07:35:59 AM,21.665,-56.811
09/12/03,07:37:59 AM,21.665,-56.816
09/12/03,07:39:59 AM,21.664,-56.82
09/12/03,07:41:59 AM,21.663,-56.824
09/12/03,07:43:59 AM,21.662,-56.829
09/12/03,07:46:00 AM,21.662,-56.833
09/12/03,07:48:00 AM,21.661,-56.838
09/12/03,07:50:00 AM,21.66,-56.842
09/12/03,07:52:00 AM,21.66,-56.847
09/12/03,07:54:00 AM,21.659,-56.851
09/12/03,07:56:00 AM,21.658,-56.855
09/12/03,07:58:00 AM,21.658,-56.86
09/12/03,08:00:00 AM,21.657,-56.864
09/12/03,08:02:00 AM,21.656,-56.869
09/12/03,08:03:59 AM,21.656,-56.873
09/12/03,08:06:00 AM,21.655,-56.877
09/12/03,08:07:59 AM,21.654,-56.882
09/12/03,08:10:00 AM,21.654,-56.886
09/12/03,08:11:59 AM,21.653,-56.891
09/12/03,08:14:00 AM,21.652,-56.895
09/12/03,08:15:59 AM,21.652,-56.899
09/12/03,08:18:00 AM,21.651,-56.904
09/12/03,08:19:59 AM,21.65,-56.908
09/12/03,08:22:00 AM,21.65,-56.913
09/12/03,08:23:59 AM,21.649,-56.917
09/12/03,08:26:00 AM,21.648,-56.922
09/12/03,08:27:59 AM,21.648,-56.926
09/12/03,08:30:00 AM,21.647,-56.93
09/12/03,08:32:00 AM,21.646,-56.935
09/12/03,08:33:59 AM,21.646,-56.939
09/12/03,08:36:00 AM,21.645,-56.944
09/12/03,08:37:59 AM,21.645,-56.948
09/12/03,08:40:00 AM,21.644,-56.953
09/12/03,08:41:59 AM,21.643,-56.957
09/12/03,08:44:00 AM,21.643,-56.961
09/12/03,08:45:59 AM,21.642,-56.966
09/12/03,08:48:00 AM,21.641,-56.97
09/12/03,08:49:59 AM,21.641,-56.975
09/12/03,08:52:00 AM,21.64,-56.979
09/12/03,08:53:59 AM,21.64,-56.984
09/12/03,08:56:00 AM,21.639,-56.988
09/12/03,08:57:59 AM,21.638,-56.992
09/12/03,09:00:00 AM,21.638,-56.997
09/12/03,09:02:00 AM,21.637,-57.001
09/12/03,09:03:59 AM,21.637,-57.006
09/12/03,09:06:00 AM,21.636,-57.01
09/12/03,09:07:59 AM,21.635,-57.015
09/12/03,09:10:00 AM,21.635,-57.019
09/12/03,09:11:59 AM,21.634,-57.023
09/12/03,09:14:00 AM,21.634,-57.028
09/12/03,09:15:59 AM,21.633,-57.032
09/12/03,09:18:00 AM,21.632,-57.037
09/12/03,09:19:59 AM,21.632,-57.041
09/12/03,09:22:00 AM,21.631,-57.046
09/12/03,09:23:59 AM,21.631,-57.05
09/12/03,09:26:00 AM,21.63,-57.055
09/12/03,09:27:59 AM,21.63,-57.059
09/12/03,09:30:00 AM,21.629,-57.063
09/12/03,09:32:00 AM,21.629,-57.068
09/12/03,09:33:59 AM,21.628,-57.072
09/12/03,09:36:00 AM,21.627,-57.077
09/12/03,09:37:59 AM,21.627,-57.081
09/12/03,09:40:00 AM,21.626,-57.086
09/12/03,09:41:59 AM,21.626,-57.09
09/12/03,09:44:00 AM,21.625,-57.095
09/12/03,09:45:59 AM,21.625,-57.099
09/12/03,09:48:00 AM,21.624,-57.103
09/12/03,09:49:59 AM,21.624,-57.108
09/12/03,09:52:00 AM,21.623,-57.112
09/12/03,09:53:59 AM,21.623,-57.117
09/12/03,09:56:00 AM,21.622,-57.121
09/12/03,09:57:59 AM,21.622,-57.126
09/12/03,10:00:00 AM,21.621,-57.13
09/12/03,10:02:00 AM,21.621,-57.135
09/12/03,10:03:59 AM,21.62,-57.139
09/12/03,10:06:00 AM,21.62,-57.144
09/12/03,10:07:59 AM,21.619,-57.148
09/12/03,10:10:00 AM,21.619,-57.153
09/12/03,10:11:59 AM,21.618,-57.157
09/12/03,10:14:00 AM,21.618,-57.161
09/12/03,10:15:59 AM,21.617,-57.166
09/12/03,10:18:00 AM,21.617,-57.17
09/12/03,10:19:59 AM,21.616,-57.175
09/12/03,10:22:00 AM,21.616,-57.179
09/12/03,10:23:59 AM,21.616,-57.184
09/12/03,10:26:00 AM,21.615,-57.188
09/12/03,10:27:59 AM,21.615,-57.193
09/12/03,10:30:00 AM,21.614,-57.197
09/12/03,10:32:00 AM,21.614,-57.202
09/12/03,10:33:59 AM,21.613,-57.206
09/12/03,10:36:00 AM,21.613,-57.211
09/12/03,10:37:59 AM,21.613,-57.215
09/12/03,10:40:00 AM,21.612,-57.22
09/12/03,10:41:59 AM,21.612,-57.224
09/12/03,10:44:00 AM,21.611,-57.229
09/12/03,10:45:59 AM,21.611,-57.233
09/12/03,10:48:00 AM,21.611,-57.238
09/12/03,10:49:59 AM,21.61,-57.242
09/12/03,10:52:00 AM,21.61,-57.247
09/12/03,10:53:59 AM,21.609,-57.251
09/12/03,10:56:00 AM,21.609,-57.256
09/12/03,10:57:59 AM,21.609,-57.26
09/12/03,11:00:00 AM,21.608,-57.265
09/12/03,11:02:00 AM,21.608,-57.269
09/12/03,11:03:59 AM,21.608,-57.274
09/12/03,11:06:00 AM,21.607,-57.278
09/12/03,11:07:59 AM,21.607,-57.283
09/12/03,11:10:00 AM,21.607,-57.287
09/12/03,11:11:59 AM,21.606,-57.292
09/12/03,11:14:00 AM,21.606,-57.296
09/12/03,11:15:59 AM,21.606,-57.301
09/12/03,11:18:00 AM,21.605,-57.305
09/12/03,11:19:59 AM,21.605,-57.31
09/12/03,11:22:00 AM,21.605,-57.314
09/12/03,11:23:59 AM,21.604,-57.319
09/12/03,11:26:00 AM,21.604,-57.323
09/12/03,11:27:59 AM,21.604,-57.328
09/12/03,11:30:00 AM,21.604,-57.332
09/12/03,11:32:00 AM,21.603,-57.337
09/12/03,11:33:59 AM,21.603,-57.341
09/12/03,11:36:00 AM,21.603,-57.346
09/12/03,11:37:59 AM,21.602,-57.35
09/12/03,11:40:00 AM,21.602,-57.355
09/12/03,11:41:59 AM,21.602,-57.359
09/12/03,11:44:00 AM,21.602,-57.364
09/12/03,11:45:59 AM,21.602,-57.368
09/12/03,11:48:00 AM,21.601,-57.373
09/12/03,11:49:59 AM,21.601,-57.377
09/12/03,11:52:00 AM,21.601,-57.382
09/12/03,11:53:59 AM,21.601,-57.386
09/12/03,11:56:00 AM,21.6,-57.391
09/12/03,11:57:59 AM,21.6,-57.395
09/12/03,12:00:00 PM,21.6,-57.4
09/12/03,12:02:00 PM,21.6,-57.405
09/12/03,12:03:59 PM,21.6,-57.409
09/12/03,12:06:00 PM,21.599,-57.414
09/12/03,12:07:59 PM,21.599,-57.418
09/12/03,12:10:00 PM,21.599,-57.423
09/12/03,12:11:59 PM,21.599,-57.427
09/12/03,12:14:00 PM,21.599,-57.432
09/12/03,12:15:59 PM,21.599,-57.436
09/12/03,12:18:00 PM,21.598,-57.441
09/12/03,12:19:59 PM,21.598,-57.445
09/12/03,12:22:00 PM,21.598,-57.45
09/12/03,12:23:59 PM,21.598,-57.455
09/12/03,12:26:00 PM,21.598,-57.459
09/12/03,12:27:59 PM,21.598,-57.464
09/12/03,12:30:00 PM,21.598,-57.468
09/12/03,12:32:00 PM,21.597,-57.473
09/12/03,12:33:59 PM,21.597,-57.477
09/12/03,12:36:00 PM,21.597,-57.482
09/12/03,12:37:59 PM,21.597,-57.486
09/12/03,12:40:00 PM,21.597,-57.491
09/12/03,12:41:59 PM,21.597,-57.496
09/12/03,12:44:00 PM,21.597,-57.5
09/12/03,12:45:59 PM,21.597,-57.505
09/12/03,12:48:00 PM,21.597,-57.509
09/12/03,12:49:59 PM,21.597,-57.514
09/12/03,12:52:00 PM,21.597,-57.518
09/12/03,12:53:59 PM,21.596,-57.523
09/12/03,12:56:00 PM,21.596,-57.528
09/12/03,12:57:59 PM,21.596,-57.532
09/12/03,01:00:00 PM,21.596,-57.537
09/12/03,01:02:00 PM,21.596,-57.541
09/12/03,01:03:59 PM,21.596,-57.546
09/12/03,01:06:00 PM,21.596,-57.55
09/12/03,01:07:59 PM,21.596,-57.555
09/12/03,01:10:00 PM,21.596,-57.56
09/12/03,01:11:59 PM,21.596,-57.564
09/12/03,01:14:00 PM,21.596,-57.569
09/12/03,01:15:59 PM,21.596,-57.573
09/12/03,01:18:00 PM,21.596,-57.578
09/12/03,01:19:59 PM,21.596,-57.582
09/12/03,01:22:00 PM,21.596,-57.587
09/12/03,01:23:59 PM,21.596,-57.592
09/12/03,01:26:00 PM,21.596,-57.596
09/12/03,01:27:59 PM,21.596,-57.601
09/12/03,01:30:00 PM,21.596,-57.605
09/12/03,01:32:00 PM,21.596,-57.61
09/12/03,01:33:59 PM,21.596,-57.615
09/12/03,01:36:00 PM,21.596,-57.619
09/12/03,01:37:59 PM,21.596,-57.624
09/12/03,01:40:00 PM,21.596,-57.628
09/12/03,01:41:59 PM,21.596,-57.633
09/12/03,01:44:00 PM,21.596,-57.638
09/12/03,01:45:59 PM,21.596,-57.642
09/12/03,01:48:00 PM,21.596,-57.647
09/12/03,01:49:59 PM,21.596,-57.651
09/12/03,01:52:00 PM,21.596,-57.656
09/12/03,01:53:59 PM,21.596,-57.661
09/12/03,01:56:00 PM,21.596,-57.665
09/12/03,01:57:59 PM,21.596,-57.67
09/12/03,02:00:00 PM,21.596,-57.674
09/12/03,02:02:00 PM,21.596,-57.679
09/12/03,02:03:59 PM,21.596,-57.684
09/12/03,02:06:00 PM,21.597,-57.688
09/12/03,02:07:59 PM,21.597,-57.693
09/12/03,02:10:00 PM,21.597,-57.697
09/12/03,02:11:59 PM,21.597,-57.702
09/12/03,02:14:00 PM,21.597,-57.707
09/12/03,02:15:59 PM,21.597,-57.711
09/12/03,02:18:00 PM,21.597,-57.716
09/12/03,02:19:59 PM,21.597,-57.72
09/12/03,02:22:00 PM,21.597,-57.725
09/12/03,02:23:59 PM,21.597,-57.73
09/12/03,02:26:00 PM,21.597,-57.734
09/12/03,02:27:59 PM,21.597,-57.739
09/12/03,02:30:00 PM,21.597,-57.743
09/12/03,02:32:00 PM,21.598,-57.748
09/12/03,02:33:59 PM,21.598,-57.753
09/12/03,02:36:00 PM,21.598,-57.757
09/12/03,02:37:59 PM,21.598,-57.762
09/12/03,02:40:00 PM,21.598,-57.767
09/12/03,02:41:59 PM,21.598,-57.771
09/12/03,02:44:00 PM,21.598,-57.776
09/12/03,02:45:59 PM,21.598,-57.78
09/12/03,02:48:00 PM,21.598,-57.785
09/12/03,02:49:59 PM,21.599,-57.79
09/12/03,02:52:00 PM,21.599,-57.794
09/12/03,02:53:59 PM,21.599,-57.799
09/12/03,02:56:00 PM,21.599,-57.803
09/12/03,02:57:59 PM,21.599,-57.808
09/12/03,03:00:00 PM,21.599,-57.813
09/12/03,03:02:00 PM,21.599,-57.817
09/12/03,03:03:59 PM,21.6,-57.822
09/12/03,03:06:00 PM,21.6,-57.827
09/12/03,03:07:59 PM,21.6,-57.831
09/12/03,03:10:00 PM,21.6,-57.836
09/12/03,03:11:59 PM,21.6,-57.84
09/12/03,03:14:00 PM,21.6,-57.845
09/12/03,03:15:59 PM,21.6,-57.85
09/12/03,03:18:00 PM,21.601,-57.854
09/12/03,03:19:59 PM,21.601,-57.859
09/12/03,03:22:00 PM,21.601,-57.864
09/12/03,03:23:59 PM,21.601,-57.868
09/12/03,03:26:00 PM,21.601,-57.873
09/12/03,03:27:59 PM,21.601,-57.877
09/12/03,03:30:00 PM,21.602,-57.882
09/12/03,03:32:00 PM,21.602,-57.887
09/12/03,03:33:59 PM,21.602,-57.891
09/12/03,03:36:00 PM,21.602,-57.896
09/12/03,03:37:59 PM,21.602,-57.901
09/12/03,03:40:00 PM,21.602,-57.905
09/12/03,03:41:59 PM,21.603,-57.91
09/12/03,03:44:00 PM,21.603,-57.915
09/12/03,03:45:59 PM,21.603,-57.919
09/12/03,03:48:00 PM,21.603,-57.924
09/12/03,03:49:59 PM,21.603,-57.928
09/12/03,03:52:00 PM,21.603,-57.933
09/12/03,03:53:59 PM,21.604,-57.938
09/12/03,03:56:00 PM,21.604,-57.942
09/12/03,03:57:59 PM,21.604,-57.947
09/12/03,04:00:00 PM,21.604,-57.952
09/12/03,04:01:59 PM,21.604,-57.956
09/12/03,04:04:00 PM,21.604,-57.961
09/12/03,04:06:00 PM,21.605,-57.965
09/12/03,04:07:59 PM,21.605,-57.97
09/12/03,04:09:59 PM,21.605,-57.975
09/12/03,04:12:00 PM,21.605,-57.979
09/12/03,04:14:00 PM,21.605,-57.984
09/12/03,04:15:59 PM,21.606,-57.989
09/12/03,04:17:59 PM,21.606,-57.993
09/12/03,04:20:00 PM,21.606,-57.998
09/12/03,04:22:00 PM,21.606,-58.003
09/12/03,04:23:59 PM,21.606,-58.007
09/12/03,04:25:59 PM,21.607,-58.012
09/12/03,04:28:00 PM,21.607,-58.016
09/12/03,04:30:00 PM,21.607,-58.021
09/12/03,04:31:59 PM,21.607,-58.026
09/12/03,04:34:00 PM,21.607,-58.03
09/12/03,04:36:00 PM,21.608,-58.035
09/12/03,04:37:59 PM,21.608,-58.04
09/12/03,04:39:59 PM,21.608,-58.044
09/12/03,04:42:00 PM,21.608,-58.049
09/12/03,04:44:00 PM,21.608,-58.054
09/12/03,04:45:59 PM,21.609,-58.058
09/12/03,04:47:59 PM,21.609,-58.063
09/12/03,04:50:00 PM,21.609,-58.068
09/12/03,04:52:00 PM,21.609,-58.072
09/12/03,04:53:59 PM,21.609,-58.077
09/12/03,04:55:59 PM,21.61,-58.081
09/12/03,04:58:00 PM,21.61,-58.086
09/12/03,04:59:41 PM,21.61,-58.09
09/12/03,05:01:40 PM,21.616,-58.102
09/12/03,05:03:40 PM,21.623,-58.114
09/12/03,05:05:41 PM,21.629,-58.125
09/12/03,05:07:41 PM,21.634,-58.136
09/12/03,05:08:37 PM,21.637,-58.141
09/12/03,05:10:37 PM,21.643,-58.152
09/12/03,05:12:36 PM,21.649,-58.163
09/12/03,05:14:36 PM,21.654,-58.174
09/12/03,05:16:37 PM,21.66,-58.185
09/12/03,05:18:37 PM,21.665,-58.195
09/12/03,05:20:36 PM,21.671,-58.205
09/12/03,05:22:36 PM,21.676,-58.215
09/12/03,05:24:37 PM,21.681,-58.225
09/12/03,05:26:37 PM,21.685,-58.234
09/12/03,05:28:36 PM,21.69,-58.243
09/12/03,05:30:37 PM,21.694,-58.252
09/12/03,05:32:37 PM,21.698,-58.26
09/12/03,05:34:36 PM,21.702,-58.267
09/12/03,05:36:36 PM,21.705,-58.275
09/12/03,05:38:37 PM,21.708,-58.281
09/12/03,05:40:37 PM,21.711,-58.288
09/12/03,05:42:36 PM,21.714,-58.293
09/12/03,05:44:36 PM,21.716,-58.298
09/12/03,05:46:37 PM,21.717,-58.303
09/12/03,05:48:37 PM,21.719,-58.307
09/12/03,05:50:36 PM,21.72,-58.31
09/12/03,05:52:36 PM,21.72,-58.313
09/12/03,05:54:37 PM,21.72,-58.315
09/12/03,05:56:37 PM,21.72,-58.316
09/12/03,05:58:36 PM,21.719,-58.317
09/12/03,06:00:37 PM,21.718,-58.317
09/12/03,06:02:37 PM,21.717,-58.317
09/12/03,06:04:36 PM,21.716,-58.317
09/12/03,06:06:36 PM,21.714,-58.316
09/12/03,06:08:37 PM,21.712,-58.315
09/12/03,06:10:37 PM,21.71,-58.313
09/12/03,06:12:36 PM,21.708,-58.312
09/12/03,06:14:36 PM,21.706,-58.31
09/12/03,06:16:37 PM,21.703,-58.309
09/12/03,06:18:37 PM,21.701,-58.307
09/12/03,06:20:36 PM,21.699,-58.305
09/12/03,06:22:36 PM,21.696,-58.304
09/12/03,06:24:37 PM,21.694,-58.302
09/12/03,06:26:37 PM,21.692,-58.301
09/12/03,06:28:36 PM,21.69,-58.3
09/12/03,06:30:37 PM,21.688,-58.299
09/12/03,06:32:37 PM,21.686,-58.298
09/12/03,06:34:36 PM,21.684,-58.298
09/12/03,06:36:36 PM,21.683,-58.299
09/12/03,06:38:37 PM,21.681,-58.299
09/12/03,06:40:37 PM,21.681,-58.301
09/12/03,06:42:36 PM,21.68,-58.303
09/12/03,06:44:36 PM,21.68,-58.305
09/12/03,06:46:37 PM,21.68,-58.308
09/12/03,06:48:37 PM,21.68,-58.312
09/12/03,06:50:36 PM,21.681,-58.316
09/12/03,06:52:36 PM,21.682,-58.321
09/12/03,06:54:37 PM,21.683,-58.326
09/12/03,06:56:37 PM,21.685,-58.332
09/12/03,06:58:36 PM,21.686,-58.338
09/12/03,07:00:37 PM,21.688,-58.344
09/12/03,07:01:21 PM,21.689,-58.347
09/12/03,07:03:21 PM,21.695,-58.362
09/12/03,07:05:22 PM,21.7,-58.377
09/12/03,07:07:22 PM,21.705,-58.39
09/12/03,07:09:21 PM,21.71,-58.403
09/12/03,07:11:21 PM,21.714,-58.415
09/12/03,07:13:22 PM,21.718,-58.426
09/12/03,07:15:22 PM,21.722,-58.435
09/12/03,07:17:21 PM,21.725,-58.444
09/12/03,07:19:22 PM,21.728,-58.453
09/12/03,07:21:22 PM,21.731,-58.46
09/12/03,07:23:21 PM,21.733,-58.467
09/12/03,07:25:21 PM,21.735,-58.473
09/12/03,07:27:22 PM,21.737,-58.478
09/12/03,07:29:22 PM,21.739,-58.483
09/12/03,07:31:21 PM,21.74,-58.487
09/12/03,07:33:19 PM,21.741,-58.49
09/12/03,07:35:19 PM,21.741,-58.487
09/12/03,07:37:20 PM,21.74,-58.483
09/12/03,07:39:20 PM,21.739,-58.478
09/12/03,07:41:19 PM,21.738,-58.473
09/12/03,07:43:19 PM,21.737,-58.468
09/12/03,07:45:20 PM,21.736,-58.464
09/12/03,07:47:20 PM,21.735,-58.46
09/12/03,07:49:19 PM,21.734,-58.457
09/12/03,07:51:20 PM,21.733,-58.455
09/12/03,07:53:20 PM,21.733,-58.455
09/12/03,07:55:19 PM,21.733,-58.456
09/12/03,07:57:19 PM,21.733,-58.46
09/12/03,07:59:20 PM,21.734,-58.465
09/12/03,08:01:20 PM,21.735,-58.472
09/12/03,08:03:19 PM,21.736,-58.48
09/12/03,08:05:19 PM,21.737,-58.49
09/12/03,08:06:00 PM,21.738,-58.493
09/12/03,08:07:59 PM,21.74,-58.506
09/12/03,08:09:59 PM,21.743,-58.519
09/12/03,08:12:00 PM,21.745,-58.533
09/12/03,08:14:00 PM,21.747,-58.546
09/12/03,08:15:59 PM,21.75,-58.559
09/12/03,08:17:59 PM,21.752,-58.572
09/12/03,08:20:00 PM,21.754,-58.585
09/12/03,08:20:41 PM,21.755,-58.59
09/12/03,08:22:41 PM,21.749,-58.594
09/12/03,08:24:40 PM,21.743,-58.598
09/12/03,08:24:59 PM,21.742,-58.599
09/12/03,08:27:00 PM,21.729,-58.606
09/12/03,08:28:00 PM,21.723,-58.609
09/12/03,08:30:00 PM,21.724,-58.614
09/12/03,08:31:59 PM,21.724,-58.618
09/12/03,08:34:00 PM,21.725,-58.623
09/12/03,08:36:00 PM,21.726,-58.628
09/12/03,08:37:59 PM,21.727,-58.632
09/12/03,08:39:59 PM,21.727,-58.637
09/12/03,08:42:00 PM,21.728,-58.641
09/12/03,08:44:00 PM,21.729,-58.646
09/12/03,08:45:59 PM,21.73,-58.651
09/12/03,08:47:59 PM,21.73,-58.655
09/12/03,08:50:00 PM,21.731,-58.66
09/12/03,08:52:00 PM,21.732,-58.665
09/12/03,08:53:59 PM,21.732,-58.669
09/12/03,08:55:59 PM,21.733,-58.674
09/12/03,08:58:00 PM,21.734,-58.678
09/12/03,09:00:00 PM,21.735,-58.683
09/12/03,09:01:59 PM,21.735,-58.688
09/12/03,09:04:00 PM,21.736,-58.692
09/12/03,09:06:00 PM,21.737,-58.697
09/12/03,09:07:59 PM,21.738,-58.702
09/12/03,09:09:59 PM,21.738,-58.706
09/12/03,09:12:00 PM,21.739,-58.711
09/12/03,09:14:00 PM,21.74,-58.716
09/12/03,09:15:59 PM,21.74,-58.72
09/12/03,09:17:59 PM,21.741,-58.725
09/12/03,09:20:00 PM,21.742,-58.729
09/12/03,09:22:00 PM,21.743,-58.734
09/12/03,09:23:59 PM,21.743,-58.739
09/12/03,09:25:59 PM,21.744,-58.743
09/12/03,09:28:00 PM,21.745,-58.748
09/12/03,09:30:00 PM,21.746,-58.753
09/12/03,09:31:59 PM,21.746,-58.757
09/12/03,09:34:00 PM,21.747,-58.762
09/12/03,09:36:00 PM,21.748,-58.766
09/12/03,09:37:59 PM,21.748,-58.771
09/12/03,09:39:59 PM,21.749,-58.776
09/12/03,09:42:00 PM,21.75,-58.78
09/12/03,09:44:00 PM,21.751,-58.785
09/12/03,09:45:59 PM,21.751,-58.79
09/12/03,09:47:59 PM,21.752,-58.794
09/12/03,09:50:00 PM,21.753,-58.799
09/12/03,09:52:00 PM,21.754,-58.804
09/12/03,09:53:59 PM,21.754,-58.808
09/12/03,09:55:59 PM,21.755,-58.813
09/12/03,09:58:00 PM,21.756,-58.817
09/12/03,10:00:00 PM,21.756,-58.822
09/12/03,10:01:59 PM,21.757,-58.827
09/12/03,10:04:00 PM,21.758,-58.831
09/12/03,10:06:00 PM,21.759,-58.836
09/12/03,10:07:59 PM,21.759,-58.841
09/12/03,10:09:59 PM,21.76,-58.845
09/12/03,10:12:00 PM,21.761,-58.85
09/12/03,10:14:00 PM,21.762,-58.855
09/12/03,10:15:59 PM,21.762,-58.859
09/12/03,10:17:59 PM,21.763,-58.864
09/12/03,10:20:00 PM,21.764,-58.868
09/12/03,10:22:00 PM,21.764,-58.873
09/12/03,10:23:59 PM,21.765,-58.878
09/12/03,10:25:59 PM,21.766,-58.882
09/12/03,10:28:00 PM,21.767,-58.887
09/12/03,10:30:00 PM,21.767,-58.892
09/12/03,10:31:59 PM,21.768,-58.896
09/12/03,10:34:00 PM,21.769,-58.901
09/12/03,10:36:00 PM,21.769,-58.905
09/12/03,10:37:59 PM,21.77,-58.91
09/12/03,10:39:59 PM,21.771,-58.915
09/12/03,10:42:00 PM,21.772,-58.919
09/12/03,10:44:00 PM,21.772,-58.924
09/12/03,10:45:59 PM,21.773,-58.929
09/12/03,10:47:59 PM,21.774,-58.933
09/12/03,10:50:00 PM,21.775,-58.938
09/12/03,10:52:00 PM,21.775,-58.943
09/12/03,10:53:59 PM,21.776,-58.947
09/12/03,10:55:59 PM,21.777,-58.952
09/12/03,10:58:00 PM,21.777,-58.956
09/12/03,11:00:00 PM,21.778,-58.961
09/12/03,11:01:59 PM,21.779,-58.966
09/12/03,11:04:00 PM,21.78,-58.97
09/12/03,11:06:00 PM,21.78,-58.975
09/12/03,11:07:59 PM,21.781,-58.98
09/12/03,11:09:59 PM,21.782,-58.984
09/12/03,11:12:00 PM,21.783,-58.989
09/12/03,11:14:00 PM,21.783,-58.993
09/12/03,11:15:59 PM,21.784,-58.998
09/12/03,11:17:59 PM,21.785,-59.003
09/12/03,11:20:00 PM,21.785,-59.007
09/12/03,11:22:00 PM,21.786,-59.012
09/12/03,11:23:59 PM,21.787,-59.017
09/12/03,11:25:59 PM,21.788,-59.021
09/12/03,11:28:00 PM,21.788,-59.026
09/12/03,11:30:00 PM,21.789,-59.031
09/12/03,11:31:59 PM,21.79,-59.035
09/12/03,11:34:00 PM,21.791,-59.04
09/12/03,11:36:00 PM,21.791,-59.044
09/12/03,11:37:59 PM,21.792,-59.049
09/12/03,11:39:59 PM,21.793,-59.054
09/12/03,11:42:00 PM,21.793,-59.058
09/12/03,11:44:00 PM,21.794,-59.063
09/12/03,11:45:59 PM,21.795,-59.068
09/12/03,11:47:59 PM,21.796,-59.072
09/12/03,11:50:00 PM,21.796,-59.077
09/12/03,11:52:00 PM,21.797,-59.081
09/12/03,11:53:59 PM,21.798,-59.086
09/12/03,11:55:59 PM,21.799,-59.091
09/12/03,11:58:00 PM,21.799,-59.095
09/13/03,12:00:00 AM,21.8,-59.1
09/13/03,12:01:59 AM,21.8,-59.105
09/13/03,12:04:00 AM,21.8,-59.111
09/13/03,12:06:00 AM,21.8,-59.116
09/13/03,12:07:59 AM,21.8,-59.121
09/13/03,12:09:59 AM,21.8,-59.127
09/13/03,12:12:00 AM,21.8,-59.132
09/13/03,12:14:00 AM,21.799,-59.137
09/13/03,12:15:59 AM,21.799,-59.143
09/13/03,12:17:59 AM,21.799,-59.148
09/13/03,12:20:00 AM,21.799,-59.153
09/13/03,12:22:00 AM,21.799,-59.159
09/13/03,12:23:59 AM,21.798,-59.164
09/13/03,12:25:59 AM,21.798,-59.17
09/13/03,12:28:00 AM,21.798,-59.175
09/13/03,12:30:00 AM,21.798,-59.181
09/13/03,12:31:59 AM,21.798,-59.186
09/13/03,12:34:00 AM,21.797,-59.192
09/13/03,12:36:00 AM,21.797,-59.197
09/13/03,12:37:59 AM,21.797,-59.203
09/13/03,12:39:59 AM,21.796,-59.208
09/13/03,12:42:00 AM,21.796,-59.214
09/13/03,12:44:00 AM,21.796,-59.219
09/13/03,12:45:59 AM,21.795,-59.225
09/13/03,12:47:59 AM,21.795,-59.231
09/13/03,12:50:00 AM,21.795,-59.236
09/13/03,12:52:00 AM,21.794,-59.242
09/13/03,12:53:59 AM,21.794,-59.247
09/13/03,12:55:59 AM,21.794,-59.253
09/13/03,12:58:00 AM,21.793,-59.259
09/13/03,01:00:00 AM,21.793,-59.264
09/13/03,01:01:59 AM,21.792,-59.27
09/13/03,01:04:00 AM,21.792,-59.275
09/13/03,01:06:00 AM,21.792,-59.281
09/13/03,01:07:59 AM,21.791,-59.287
